ID,Category_EN,Category_AR,Carousel_Group_text_EN,Carousel_Group_text_AR,SubCategory_Text_EN,SubCategory_Text_AR,SubCategory_Subtitle_EN,SubCategory_Subtitle_AR,Categories_Info,Comments,Sheet,Column,PSG_thumbnail_view,PSG_Focus,SubCategory_Focus,Status,SubCategory_thumbnail_Raw,URL__thumbnail_Raw,URL_thumbnail_view,URL_Focus
24,events,أحداث,Love,حب,valentine,عيد الحب,Love,حب,"هنا عيدُ الحبِّ غزلٌ فزّاعيٌّ، عيونُها سيوفٌ تُذيبُ القلوبِ والشوقُ جمرٌ يُوقدُ في الصدورِ نوداً.  
أغوصْ في قوافٍ تُزيِنُ الوفاءَ بالخزامى، حيثُ يُصبحُ العتابُ عسلاً والحبُّ وطناً أبديّاً.","use SubCategory_Text_EN/AR as: [""query_key""]",Word_search,events,https://uffjlburuvsnstvgyito.supabase.co/storage/v1/object/public/Diwan_Hamdan/Cateories/thumbnail_view/Events_valentine_thumbnail_view.jpg,https://uffjlburuvsnstvgyito.supabase.co/storage/v1/object/public/Diwan_Hamdan/Cateories/Focus/Events_valentine_Focus.jpg,Events_valentine_عيد الحب_Focus,Focus_Live,Events_valentine_عيد الحب_thumbnail_Raw,https://drive.google.com/uc?id=1AwA1BTI1fOf6nRFwpu8AekO4sm0kFNp8&export=download,https://drive.google.com/uc?id=1dBWTBuZ7ct9AKc9MjgNCFS6rCqVcaVI7&export=download,https://drive.google.com/uc?id=1Ka3SO31lG-2hhLRIf-vXEzCDFb6Xkokq&export=download
25,events,أحداث,Time,وقت,friday,صلاة الجمعة,Time,وقت,"صلاةُ الجمعة هنا نداءُ الروحِ إلى محرابِ الوحدةِ والخشوعِ، حيثُ يلتقي القلوبُ تحتَ ظلِّ السماءِ الرحمانيةِ.  
اقرأْ أبياتاً تُوقِظُ في الصدرِ خشوعَ الصَّدْرِ، وتُحيي في النَّفْسِ عَبْقَ الْجَمْعَةِ برَوْحِ الصَّلاَةِ وَالْفَجْرِ الْمُبِينِ.","use SubCategory_Text_EN/AR as: [""query_key""]",Word_search,events,https://uffjlburuvsnstvgyito.supabase.co/storage/v1/object/public/Diwan_Hamdan/Cateories/thumbnail_view/Events_friday_thumbnail_view.jpg,https://uffjlburuvsnstvgyito.supabase.co/storage/v1/object/public/Diwan_Hamdan/Cateories/Focus/Events_friday_Focus.jpg,Events_friday_صلاة الجمعة_Focus,Focus_Live,Events_friday_صلاة الجمعة_thumbnail_Raw,https://drive.google.com/uc?id=1eIiD7TnosuMqkUbCKg9kb8ioPCZJl_1k&export=download,https://drive.google.com/uc?id=1kB1_VTUR0fRrWnUOQRjnyHPkJ6Hb7JWI&export=download,https://drive.google.com/uc?id=1Ud3peyV90NTyhXLk5l4SN9xsz1umB06Z&export=download
26,events,أحداث,Time,وقت,birthday,عيد ميلاد,Time,وقت,"هنا عيد الميلاد احتفاءٌ بالروح في حضرة الوطن، عرسٌ من الفرح يجمع الشمسَ بالنجوم والأحلامَ بالغدِ المشرقِ.  
اقرأ أبياتَ البهجةِ النابضةِ، حيث يصبحُ الزمنُ هديةً والعمرُ قصيدةَ فخرٍ تعانقُ السحابَ.","use SubCategory_Text_EN/AR as: [""query_key""]",Word_search,events,https://uffjlburuvsnstvgyito.supabase.co/storage/v1/object/public/Diwan_Hamdan/Cateories/thumbnail_view/Events_birthday_thumbnail_view.jpg,https://uffjlburuvsnstvgyito.supabase.co/storage/v1/object/public/Diwan_Hamdan/Cateories/Focus/Events_birthday_Focus.jpg,Events_birthday_عيد ميلاد_Focus,Focus_Live,Events_birthday_عيد ميلاد_thumbnail_Raw,https://drive.google.com/uc?id=1ByGDX2XiDdz1eVIzdTwllTiKEXh5hZsQ&export=download,https://drive.google.com/uc?id=1ovfB91Y2hhmaYEIduKbbEZAU7BtEiImU&export=download,https://drive.google.com/uc?id=1z5ZpbomoVmeV6qg7dMQuq_TvlPKGswgw&export=download
27,events,أحداث,heritage,تراث,hawks,صيد الصقور,heritage,تراث,"الصيدُ هنا ليس مطاردة طير، بل حوارُ الروح مع الصقر أخاً للشموخ، يعانق السحابَ بالصبر والعزمِ الجارحِ.  
اقرأ أبياتَ تُعلِّمُ النبلَ في القنص، حيث يصبحُ الفريسُ درساً والطيارُ سيفَ الفخرِ في صدورِ الأحرارِ.","use SubCategory_Text_EN/AR as: [""query_key""]",Word_search,events,https://uffjlburuvsnstvgyito.supabase.co/storage/v1/object/public/Diwan_Hamdan/Cateories/thumbnail_view/Events_hawks_thumbnail_view.jpg,https://uffjlburuvsnstvgyito.supabase.co/storage/v1/object/public/Diwan_Hamdan/Cateories/Focus/Events_hawks_Focus.jpg,Events_hawks_صيد الصقور_Focus,Focus_Live,Events_hawks_صيد الصقور_thumbnail_Raw,https://drive.google.com/uc?id=1yQ8W6HAsQLhKGUkep_XgoNC2AnNWBYGn&export=download,https://drive.google.com/uc?id=1L2bDLRCAETuor2LY7y3Z2SAVM3rWSns7&export=download,https://drive.google.com/uc?id=14M0SRsriKW1BPFBGWgRKmRv8qtRfP02X&export=download
28,events,أحداث,Religion,دين,ramadan,رمضان,Religion,دين,"رمضان هنا ليس شهراً فحسب، بل نسيمُ صبرٍ يُطفئ ظمأ الروح، وإفطارُ قلوبٍ على موائد التقوى والغفران.  
اقرأ أبياتاً تُضيء الليالي بسرّ الصيام، حيث يصبح الجوعُ شهداً والدعاءَ سيفَ النصر على النفس.","use SubCategory_Text_EN/AR as: [""query_key""]",Word_search,events,https://uffjlburuvsnstvgyito.supabase.co/storage/v1/object/public/Diwan_Hamdan/Cateories/thumbnail_view/Events_ramadan_thumbnail_view.jpg,https://uffjlburuvsnstvgyito.supabase.co/storage/v1/object/public/Diwan_Hamdan/Cateories/Focus/Events_ramadan_Focus.jpg,Events_ramadan_رمضان_Focus,Focus_Live,Events_ramadan_رمضان_thumbnail_Raw,https://drive.google.com/uc?id=1ueDqVQNYglRVokBNc4ldF13KjO5zNLfj&export=download,https://drive.google.com/uc?id=168JdTUhp4F55TunuhWogN13tVlHUSETw&export=download,https://drive.google.com/uc?id=1YN7dwFTAK8M3-ce6sCfsUfUMEEQLhYx-&export=download
29,events,أحداث,Time,وقت,breakfast,الإفطار,Time,وقت,"الإفطار هنا لحظةُ انفراجٍ بعد صيام الشوق، رمضانُ يُكسرُ بتمرِ الوفاء ونسيمِ السماءِ الرحماني.  
اقرأ أبياتاً تُذيبُ عطشَ الروحِ بمطرِ البركةِ، حيثُ يصبحُ كلُّ لقمةٍ عهداً بالقربِ والسكينةِ.","use SubCategory_Text_EN/AR as: [""query_key""]",Word_search,events,https://uffjlburuvsnstvgyito.supabase.co/storage/v1/object/public/Diwan_Hamdan/Cateories/thumbnail_view/Events_breakfast_thumbnail_view.jpg,https://uffjlburuvsnstvgyito.supabase.co/storage/v1/object/public/Diwan_Hamdan/Cateories/Focus/Events_breakfast_Focus.jpg,Events_breakfast_الإفطار_Focus,Focus_Live,Events_breakfast_الإفطار_thumbnail_Raw,https://drive.google.com/uc?id=1yntCxJghe1zTaaUH3po_D2ugum-j2VQf&export=download,https://drive.google.com/uc?id=1uyhV8hVeuAOHynqcl6FO0ZlTYVcCFfL5&export=download,https://drive.google.com/uc?id=1v6eqZNU5BMhKB66e2-tqjypD19q3pL_m&export=download
30,events,أحداث,UAE,أحداث وطنية,innaguration,عيد الجلوس,UAE,أحداث وطنية,"عيد الجلوس هنا احتفاءٌ بالمجالس النبيلة، حيث يجتمع الشيوخُ على القهوةِ والحكي ينسجُ خيوطَ الوفاءِ والعزمِ.  
اقرأ أبياتاً تُوقظُ في الصدرِ نبضَ الصحبةِ، كالصقرِ يعلوَ مع إخوانِهِ في سماءِ الشموخِ والمجدِ.","use SubCategory_Text_EN/AR as: [""query_key""]",Word_search,events,https://uffjlburuvsnstvgyito.supabase.co/storage/v1/object/public/Diwan_Hamdan/Cateories/thumbnail_view/Events_innaguration_thumbnail_view.jpg,https://uffjlburuvsnstvgyito.supabase.co/storage/v1/object/public/Diwan_Hamdan/Cateories/Focus/Events_innaguration_Focus.jpg,Events_innaguration_عيد الجلوس_Focus,Focus_Live,Events_innaguration_عيد الجلوس_thumbnail_Raw,https://drive.google.com/uc?id=1KL7Ii7BOeyZgRF43wJlq9fKHzHyiLDvi&export=download,https://drive.google.com/uc?id=1EeNQQPNIuCCuuoYul98eTAHJnkPWJW-2&export=download,https://drive.google.com/uc?id=1vmu3I4RwRQyyXe5ax4vVE-dgjDXDREH9&export=download
31,events,أحداث,Religion,دين,hajj,الحج,Religion,دين,"الْحِجْنُ هُنَا لَيْسَ إِبِلًا فَقَطْ، بَلْ أَخَوَةُ الصَّحْرَاءِ وَصَبْرُ الْبَادِيَةِ يَحْمِلُ الْأَسْرَارَ فِي عُيُونِهِ الْغَائِرَةِ.  
اقْرَأْ أَبْيَاتًا تُحَيِّي الْحِجْنَ رَفِيقَ الْمَسِيرِ، حَيْثُ يَصْبِحُ الْوَفَاءُ سَيْفًا وَالْعَزْمُ نَجْمًا يَهْدِي الْقُلُوبَ.","use SubCategory_Text_EN/AR as: [""query_key""]",Word_search,events,https://uffjlburuvsnstvgyito.supabase.co/storage/v1/object/public/Diwan_Hamdan/Cateories/thumbnail_view/Events_hajj_thumbnail_view.jpg,https://uffjlburuvsnstvgyito.supabase.co/storage/v1/object/public/Diwan_Hamdan/Cateories/Focus/Events_hajj_Focus.jpg,Events_hajj_الحج_Focus,Focus_Live,Events_hajj_الحج_thumbnail_Raw,https://drive.google.com/uc?id=1GRTZ5NwLYK-Kzd2twRH-AvyMiSEUYEP5&export=download,https://drive.google.com/uc?id=1NzKglYpBPUvqjbuVPsoMRiBTSZgVMxg2&export=download,https://drive.google.com/uc?id=12EyEdiUSVt2g8rhacwhKPETXr7-8Y5EO&export=download
32,events,أحداث,heritage,تراث,horses,سباق الخيل,heritage,تراث,"الخيل هنا ليست دابة سباق فحسب، بل شريانُ الدماء في عروق الفرسان، وريحُ الصحراء تُركض نحو مجدٍ لا يُدرك.  
اقرأ أبياتاً تُشعل حماس الروح، حيث يصبح الإباءُ سيفاً والخفقُ ترنيمةَ النبلاء في ميادين الشرف.","use SubCategory_Text_EN/AR as: [""query_key""]",Word_search,events,https://uffjlburuvsnstvgyito.supabase.co/storage/v1/object/public/Diwan_Hamdan/Cateories/thumbnail_view/Events_horses_thumbnail_view.jpg,https://uffjlburuvsnstvgyito.supabase.co/storage/v1/object/public/Diwan_Hamdan/Cateories/Focus/Events_horses_Focus.jpg,Events_horses_سباق الخيل_Focus,Focus_Live,Events_horses_سباق الخيل_thumbnail_Raw,https://drive.google.com/uc?id=1gGm6OgL2AIIG5P1YIiNqk5j94M0y3gWB&export=download,https://drive.google.com/uc?id=1eiT1lKjSI9ZtcYZqZuiaEAino2-SFNc3&export=download,https://drive.google.com/uc?id=1_UQDiD4B9WAKLLepmLQdeyI4MsrvTCUR&export=download
33,events,أحداث,Religion,دين,arafat,وقفة عرفات,Religion,دين,"هنا وقفةُ عرفاتِ لحظةُ تأملٍ عميقٍ في صحراءِ الروحِ، حيثُ يلتقي الشوقُ بالسماءِ والتوبةُ سيفاً يقطعُ غبارَ الذنوبِ.  
اقرأ أبياتاً تُعيدُ صياغةَ الوقوفِ قصيدةَ وفاءٍ، تجعلُ القلبَ يعانقُ رحمةَ السماءِ كنسيمِ مطرٍ في رمالِ الإماراتِ.","use SubCategory_Text_EN/AR as: [""query_key""]",Word_search,events,https://uffjlburuvsnstvgyito.supabase.co/storage/v1/object/public/Diwan_Hamdan/Cateories/thumbnail_view/Events_arafat_thumbnail_view.jpg,https://uffjlburuvsnstvgyito.supabase.co/storage/v1/object/public/Diwan_Hamdan/Cateories/Focus/Events_arafat_Focus.jpg,Events_arafat_وقفة عرفات_Focus,Focus_Live,Events_arafat_وقفة عرفات_thumbnail_Raw,https://drive.google.com/uc?id=1SlepoyOpOsltNpXfqrJEnFZ2zhGjJatm&export=download,https://drive.google.com/uc?id=1AbccWi5JffO-aP4jCRmEZ_yn3a6iO5Ld&export=download,https://drive.google.com/uc?id=112qJra7ZbU-w3RnuXIadrBMOqqOnS2SC&export=download
34,events,أحداث,Religion,دين,hijn,سباق الهجن,Religion,دين,"الهجنُ هنا ليست إبلَ سباق فحسب، بل أرواحٌ تنطلقُ في ميادينِ الشموخِ، تحملُ في عروقِها دمَ الصحراءِ ونبضَ العزْمِ.  
اركبْ معَ أبياتِ الفزاعِ رياحَ المنافسةِ، حيثُ يصبحُ الغبارُ تاجاً والفوزُ درساً في الصَّبرِ والإباءِ.","use SubCategory_Text_EN/AR as: [""query_key""]",Word_search,events,https://uffjlburuvsnstvgyito.supabase.co/storage/v1/object/public/Diwan_Hamdan/Cateories/thumbnail_view/Events_hijn_thumbnail_view.jpg,https://uffjlburuvsnstvgyito.supabase.co/storage/v1/object/public/Diwan_Hamdan/Cateories/Focus/Events_hijn_Focus.jpg,Events_hijn_سباق الهجن_Focus,Focus_Live,Events_hijn_سباق الهجن_thumbnail_Raw,https://drive.google.com/uc?id=10oNwEL2HmYQbAVEsmCdzi9I_V3e3IkqK&export=download,https://drive.google.com/uc?id=1iDa1PdAnp3YuLQVrmQOMGU8hhSF_COOY&export=download,https://drive.google.com/uc?id=1cWwmyElUx3OYG3nXl0Yad1cYiHK9fYF7&export=download
35,People,الشخصيات,The Poet,الشاعر,Khamdan ibn Muhammad ibn Rashid,حمدان بن محمد بن راشد,The Poet,الشاعر,"هنا حمدانُ بنُ محمدٍ، سيفُ دبيٍّ ونجمُها، يرسمُ بالقصيدِ عرشَ الفخرِ والحكمةِ الراسخةِ.  
اقرأْ أبياتَهُ التي تُحيي الروحَ بنسيمِ الصقرِ والمطرِ، فتُصبحُ قلبَكَ وطنًا يُعانِقُ السَّماءَ.","use SubCategory_Text_AR as: [{""name"": ""query_key""]}]ً",Word_search,entites,https://uffjlburuvsnstvgyito.supabase.co/storage/v1/object/public/Diwan_Hamdan/Cateories/thumbnail_view/People_Khamdan ibn Muhammad ibn Rashid_thumbnail_Raw.jpg,https://uffjlburuvsnstvgyito.supabase.co/storage/v1/object/public/Diwan_Hamdan/Cateories/Focus/People_Khamdan ibn Muhammad ibn Rashid_Focus.jpg,People_Khamdan ibn Muhammad ibn Rashid_حمدان بن محمد بن راشد_Focus,view_Live,People_Khamdan ibn Muhammad ibn Rashid_حمدان بن محمد بن راشد_thumbnail_Raw,https://drive.google.com/uc?id=1PgYnnnsA5rMyO0K2gfBkKU0iaj6Vpsxd&export=download,https://drive.google.com/uc?id=1eG998hHRR7c5nSBtrpY24L6SOgazatHc&export=download,https://drive.google.com/uc?id=1KVRBwfUk08JO3cNT_apzeiBO_iJxPTGb&export=download
36,People,الشخصيات,Sheikhs,الشيوخ,Sheikh Mohammed bin Zayed Al Nahyan,شيخ محمد بن زايد آل نهيان,Sheikhs,الشيوخ,"هنا يتجلى محمد بن زايد قائداً شمسَ وطن، يبني المجد بسيفِ حكمةٍ ويروي الأرضِ بعزمٍ كالمطرِ النديّ.  
اقرأ أبياتَ الفخرِ التي تُخلّدُ إرثَهُ، حيث يصبحُ العدلُ ظلّاً والقيادةُ نسرَاً يعانقُ السحابَ.","use SubCategory_Text_AR as: [{""name"": ""query_key""]}]ً",Word_search,entites,https://uffjlburuvsnstvgyito.supabase.co/storage/v1/object/public/Diwan_Hamdan/Cateories/thumbnail_view/People_Sheikh Mohammed bin Zayed Al Nahyan_thumbnail_Raw.jpg,https://uffjlburuvsnstvgyito.supabase.co/storage/v1/object/public/Diwan_Hamdan/Cateories/Focus/People_Sheikh Mohammed bin Zayed Al Nahyan_Focus.jpg,People_Sheikh Mohammed bin Zayed Al Nahyan_شيخ محمد بن زايد آل نهيان_Focus,view_Live,People_Sheikh Mohammed bin Zayed Al Nahyan_شيخ محمد بن زايد آل نهيان_thumbnail_Raw,https://drive.google.com/uc?id=1mJ8jbO5wO0lJadXw9RDcE-udNUdAmOB2&export=download,https://drive.google.com/uc?id=12JQd9T5EJc8BNBQEd5Mz_Ied7B0yR-Dw&export=download,https://drive.google.com/uc?id=1Bwg8DPmtdArbOm1CS6Ga0NUKssmNV1e3&export=download
37,People,الشخصيات,Kings and Presidents,ملوك و رؤساء,Sultan Qaboos,السلطان قابوس,Kings and Presidents,ملوك و رؤساء,"هنا يُخلَّد السلطان قابوسُ قائداً عربياً عظيماً، رمزَ حكمةٍ وعزمٍ يُشبه إرثَ زايد ومحمد في بناء المجد.  
اقرأ أبياتاً تُعانق شموخَهُ بالفخر الخالد، حيث يصبحُ عزُّهُ سيفاً يحمي الروحَ والأوطان.","use SubCategory_Text_AR as: [{""name"": ""query_key""]}]ً",Word_search,entites,https://uffjlburuvsnstvgyito.supabase.co/storage/v1/object/public/Diwan_Hamdan/Cateories/thumbnail_view/People_Sultan Qaboos_thumbnail_Raw.jpg,https://uffjlburuvsnstvgyito.supabase.co/storage/v1/object/public/Diwan_Hamdan/Cateories/Focus/People_Sultan Qaboos_Focus.jpg,People_Sultan Qaboos_السلطان قابوس_Focus,view_Live,People_Sultan Qaboos_السلطان قابوس_thumbnail_Raw,https://drive.google.com/uc?id=1oQdbXx_xVy0OLp2KmVFYt6EomDBO0f8x&export=download,https://drive.google.com/uc?id=1KUH0jcIrONToNp7aKqzjlm_NXKhMMN22&export=download,https://drive.google.com/uc?id=1VLn2XT4dCrQZgUYCgJbzL9LBZJOSPpxs&export=download
38,People,الشخصيات,Founding Fathers,الاباء المؤسسون,Sheikh Khalifa bin Zayed Al Nahyan,شيخ خليفة بن زايد آل نهيان,Founding Fathers,الاباء المؤسسون,"هنا يتجلى الشيخ خليفة إرثَ قيادةٍ من زايد، حيث العطاءُ سحابٌ والبناءُ جبالٌ تهزُّ القلوبَ شموخاً.  
اقرأ أبياتَ الفخرِ التي تروي كيف صَنَعَ المجدَ بالحكمةِ، فَيَصبحُ الوطنُ صقراً يَعْلو السَّمَاءَ بالعَزْمِ.","use SubCategory_Text_AR as: [{""name"": ""query_key""]}]ً",Word_search,entites,https://uffjlburuvsnstvgyito.supabase.co/storage/v1/object/public/Diwan_Hamdan/Cateories/thumbnail_view/People_Sheikh Khalifa bin Zayed Al Nahyan_thumbnail_Raw.jpg,https://uffjlburuvsnstvgyito.supabase.co/storage/v1/object/public/Diwan_Hamdan/Cateories/Focus/People_Sheikh Khalifa bin Zayed Al Nahyan_Focus.jpg,People_Sheikh Khalifa bin Zayed Al Nahyan_شيخ خليفة بن زايد آل نهيان_Focus,view_Live,People_Sheikh Khalifa bin Zayed Al Nahyan_شيخ خليفة بن زايد آل نهيان_thumbnail_Raw,https://drive.google.com/uc?id=1ykEHufrKCQoD35MnNnxHIE02ZYUVZt_z&export=download,https://drive.google.com/uc?id=12vZHqwVKTGykkE5N7jKwilaBtg-TdfeU&export=download,https://drive.google.com/uc?id=1b7NUBHpSMg7oZj9H7LyWAGn_9wJ90qxK&export=download
39,People,الشخصيات,Founding Fathers,الاباء المؤسسون,Sheikh Zayed bin Sultan Al Nahyan,شيخ زايد بن سلطان آل نهيان,Founding Fathers,الاباء المؤسسون,"هنا شيخ زايد إرثُ قيادةٍ أبديّة، سيفُ حكمةٍ يحمي الرمال ويزرعُ فيها الخضرةَ والأماني.  
اقرأ أبياتاً تُمجِّدُ بناءَ الإماراتِ بيدٍ حديديّةٍ وعزمٍ يعانقُ السُّمُوَّ والفَخْرَ الأصيْلَ.","use SubCategory_Text_AR as: [{""name"": ""query_key""]}]ً",Word_search,entites,https://uffjlburuvsnstvgyito.supabase.co/storage/v1/object/public/Diwan_Hamdan/Cateories/thumbnail_view/People_Sheikh Zayed bin Sultan Al Nahyan_thumbnail_Raw.jpg,https://uffjlburuvsnstvgyito.supabase.co/storage/v1/object/public/Diwan_Hamdan/Cateories/Focus/People_Sheikh Zayed bin Sultan Al Nahyan_Focus.jpg,People_Sheikh Zayed bin Sultan Al Nahyan_شيخ زايد بن سلطان آل نهيان_Focus,view_Live,People_Sheikh Zayed bin Sultan Al Nahyan_شيخ زايد بن سلطان آل نهيان_thumbnail_Raw,https://drive.google.com/uc?id=1vbi5_5Tb2_w1KiIMftLuzfrohNVyJt2s&export=download,https://drive.google.com/uc?id=1ImO3JYt9MIGgqE1z3RA6clipNLBAnJe8&export=download,https://drive.google.com/uc?id=1fwgrBlcDAMNLa630kW09DJQrV4le6-4i&export=download
40,People,الشخصيات,Kings and Presidents,ملوك و رؤساء,Mohammed bin Salman,محمد بن سلمان,Kings and Presidents,ملوك و رؤساء,"لا يُدرج ""محمد بن سلمان"" ضمن ديوان الفزاع، فالقصائد تُمجّد قادة الإمارات كزايد ومحمد بن راشد.  
اقرأ إرث القيادة الإماراتية في أبياتٍ تُبني المجد سيفاً والعدلَ ظلّاً للوطن.","use SubCategory_Text_AR as: [{""name"": ""query_key""]}]ً",Word_search,entites,https://uffjlburuvsnstvgyito.supabase.co/storage/v1/object/public/Diwan_Hamdan/Cateories/thumbnail_view/People_Mohammed bin Salman_thumbnail_Raw.jpg,https://uffjlburuvsnstvgyito.supabase.co/storage/v1/object/public/Diwan_Hamdan/Cateories/Focus/People_Mohammed bin Salman_Focus.jpg,People_Mohammed bin Salman_محمد بن سلمان_Focus,view_Live,People_Mohammed bin Salman_محمد بن سلمان_thumbnail_Raw,https://drive.google.com/uc?id=15gSdUBK5xU7ZIYAkppXAGKRDT9waFJC5&export=download,https://drive.google.com/uc?id=1k0mnlQUtOTUyBptJGir2BM-r1eCNhT0W&export=download,https://drive.google.com/uc?id=1y48KDboL58L1jhWySqxsQx5flIb-bg1P&export=download
41,People,الشخصيات,Sheikhs,الشيوخ,Sheikh Mohammed bin Rashid Al Maktoum,شيخ محمد بن راشد آل مكتوم,Sheikhs,الشيوخ,"هنا يتجسَّدُ محمدُ بنُ راشدٍ قائِدَةً تُشَيِّدُ الإماراتِ بِعَزْمٍ وَحِكْمَةٍ تَمْلَأُ السَّمَاءَ.  
اقْرَأْ أَبْيَاتًا تُرَفْعُ الفَخْرَ كَالصَّقْرِ، وَتَبْنِي مَجْدَ دُبَيْ وَالْوَطَنِ بِالْعَدْلِ وَالْكَرَمِ.","use SubCategory_Text_AR as: [{""name"": ""query_key""]}]ً",Word_search,entites,https://uffjlburuvsnstvgyito.supabase.co/storage/v1/object/public/Diwan_Hamdan/Cateories/thumbnail_view/People_Sheikh Mohammed bin Rashid Al Maktoum_thumbnail_Raw.jpg,https://uffjlburuvsnstvgyito.supabase.co/storage/v1/object/public/Diwan_Hamdan/Cateories/Focus/People_Sheikh Mohammed bin Rashid Al Maktoum_Focus.jpg,People_Sheikh Mohammed bin Rashid Al Maktoum_شيخ محمد بن راشد آل مكتوم_Focus,view_Live,People_Sheikh Mohammed bin Rashid Al Maktoum_شيخ محمد بن راشد آل مكتوم_thumbnail_Raw,https://drive.google.com/uc?id=1OWMPdki5Zy6VJyh1IXo4Yhr0oWgtuiD6&export=download,https://drive.google.com/uc?id=10BpbIT0sv6WaP5yWou6fvWxMtWnJ573T&export=download,https://drive.google.com/uc?id=1as6bhL-6b0OVUYnrR4U-5noB5xk-_DwI&export=download
42,People,الشخصيات,Family,العائلة,Sheikh Rashid bin Said Al Maktoum,شيخ راشد بن سعيد آل مكتوم,Family,العائلة,"هنا يتجسد إرثُ راشدِ بنِ سعيدٍ قائداً مبنياً الإماراتِ من رمالِ الصحراءِ إلى سُمُوِّ البرجِ.  
اقرأْ أبياتاً تُحيي فَخْرَ الآباءِ، حيثُ يصبحُ العَزْمُ سيفاً يَشُقُّ المَجْدَ وَيَبْنِي دُوْلَةً تَعَانِقُ السَّحَابَ.","use SubCategory_Text_AR as: [{""name"": ""query_key""]}]ً",Word_search,entites,https://uffjlburuvsnstvgyito.supabase.co/storage/v1/object/public/Diwan_Hamdan/Cateories/thumbnail_view/People_Sheikh Rashid bin Said Al Maktoum_thumbnail_Raw.jpg,https://uffjlburuvsnstvgyito.supabase.co/storage/v1/object/public/Diwan_Hamdan/Cateories/Focus/People_Sheikh Rashid bin Said Al Maktoum_Focus.jpg,People_Sheikh Rashid bin Said Al Maktoum_شيخ راشد بن سعيد آل مكتوم_Focus,view_Live,People_Sheikh Rashid bin Said Al Maktoum_شيخ راشد بن سعيد آل مكتوم_thumbnail_Raw,https://drive.google.com/uc?id=1S9EK0VtwA-RCRGn1SJnVHWnsTECPS15q&export=download,https://drive.google.com/uc?id=12Qj6f0JLS0563a44K6qdgbdm0d6-wzvA&export=download,https://drive.google.com/uc?id=1BZq1JOK0KRH_L_WkxfOCxmpJIaVanqpX&export=download
43,places,أماكن,places,أماكن,pure site,أماكن مجردة,places,أماكن,الأماكن المجردة هنا ليست فراغاً، بل عوالم نفسية تنبض؛ الروح سفينة في بحر الشوق، والقلب مدينةً تُبنى من أنين الذكريات. غُص في أبيات تُحوّل الغيابَ إلى حضورٍ يعانق السحاب، ويجعل الفراقَ درساً في صبر القلوب النبيلة.,"use SubCategory_Text_AR as:[{""type"": ""query_key""]}]ً",Word_search,places,https://uffjlburuvsnstvgyito.supabase.co/storage/v1/object/public/Diwan_Hamdan/Cateories/thumbnail_view/Places_pure site_thumbnail_view.jpg,https://uffjlburuvsnstvgyito.supabase.co/storage/v1/object/public/Diwan_Hamdan/Cateories/Focus/Places_pure site_Focus.jpg,Places_pure site_أماكن مجردة_Focus,Image_issue,Places_pure site_أماكن مجردة_thumbnail_Raw,https://drive.google.com/uc?id=1AhvWxun3cSxwF9DrbFgjwl-oXTDyW_dc&export=download,https://drive.google.com/uc?id=1oJ_SsyGMJ27fUBvtazsT6FPNs6gr6Fld&export=download,https://drive.google.com/uc?id=1t_j-Md0vFqGjkWS32i3WoTMkD45jBIER&export=download
44,places,أماكن,places,أماكن,social site,أماكن اجتماعية,places,أماكن,"هنا الأماكن الاجتماعية مجالسُ شيوخٍ وديوانياتٍ تنبضُ بالحياة، حيثُ الكلمةُ ميزانُ والضحكُ سيفُ ودٍّ يُقطِّعُ الهموم.  
اقرأ أبياتاً تُحيي رائحةَ القهوةِ والمجلسِ، فتُعيدُ للروحِ دفءَ الأهلِ والوفاءَ الأصيلَ.","use SubCategory_Text_AR as:[{""type"": ""query_key""]}]ً",Word_search,places,https://uffjlburuvsnstvgyito.supabase.co/storage/v1/object/public/Diwan_Hamdan/Cateories/thumbnail_view/Places_social site_thumbnail_view.jpg,https://uffjlburuvsnstvgyito.supabase.co/storage/v1/object/public/Diwan_Hamdan/Cateories/Focus/Places_social site_Focus.jpg,Places_social site_أماكن اجتماعية_Focus,Focus_Live,Places_social site_أماكن اجتماعية_thumbnail_Raw,https://drive.google.com/uc?id=1AvyydJ4c7whQyqZn-IL4BBthDAA7nrZz&export=download,https://drive.google.com/uc?id=1u1hRYuE-HDTg4Ec3uZxjy5LR-TtrGpV5&export=download,https://drive.google.com/uc?id=1UEHp-djFwMPlpE-t0KeDv5gZ6U1xc_tT&export=download
